Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
79411,19186271,4230529024,85876736,12907487232,15308710,909596,190778,493036,0,0,0,0,0,20819,0.0,2226.0,0.0,1.0
79412,24192811,4230529024,85876736,12924264448,19236967,0,98395,473918,0,0,0,0,0,4308,0.0,2226.0,0.0,1.0
79413,6377771,4234985472,85876736,12924264448,2270678,0,101891,312266,0,0,0,0,0,4939,0.0,2226.0,0.0,1.0
79414,7383196,4235255808,85876736,12924264448,2247375,0,102603,231194,0,0,0,0,0,4970,0.0,2226.0,0.0,1.0
79415,4061597,4235317248,85872640,12924260352,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79416,4799240,4235317248,85872640,12924260352,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79417,6245673,4235317248,85872640,12924260352,2234981,0,107061,262723,0,0,0,0,0,5270,0.0,2226.0,0.0,1.0
79418,5232163,4235579392,85872640,12924260352,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79419,4253537,4235579392,85872640,12924260352,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79420,5144407,4235579392,85872640,12924260352,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79421,6130627,4235579392,85872640,12924260352,1950608,0,121789,177683,0,0,0,0,0,5129,0.0,2226.0,0.0,1.0
79422,5066371,4235579392,85872640,12924260352,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79423,4296878,4235845632,85872640,12924260352,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79424,7184884,4235845632,85872640,12924260352,2189857,0,108122,265308,0,0,0,0,0,5080,0.0,2226.0,0.0,1.0
79425,3810536,4235845632,85876736,12924264448,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79426,4767451,4235845632,85876736,12924264448,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79427,4934885,4235845632,85876736,12924264448,1736977,0,99317,228869,0,0,0,0,0,3848,0.0,2226.0,0.0,1.0
79428,4404280,4235845632,85876736,12924264448,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79429,2281098,4235845632,85876736,12924264448,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79430,1909952,4235845632,85876736,12924264448,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79431,4278002,4235845632,85876736,12924264448,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79432,4754867,4235845632,85876736,12924264448,1573360,0,100428,135975,0,0,0,0,0,4769,0.0,2226.0,0.0,1.0
79433,4451268,4235845632,85876736,12924264448,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79434,2471665,4235845632,85876736,12924264448,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79435,4523634,4235845632,85876736,12924264448,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79436,4694895,4235845632,85876736,12924264448,1582658,0,99056,135945,0,0,0,0,0,4048,0.0,2226.0,0.0,1.0
79437,4400663,4240039936,85876736,12941041664,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79438,2813036,4240039936,85872640,12941037568,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79439,4365737,4240039936,85872640,12941037568,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79440,4725432,4240039936,85872640,12941037568,1670242,0,99506,234450,0,0,0,0,0,3817,0.0,2226.0,0.0,1.0
79441,4329309,4240039936,85872640,12941037568,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79442,2460625,4240039936,85872640,12941037568,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79443,4307829,4240039936,85872640,12941037568,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79444,5049300,4240039936,85872640,12941037568,1951129,0,99386,139432,0,0,0,0,0,4548,0.0,2226.0,0.0,1.0
79445,4372320,4240310272,85872640,12941037568,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79446,2679084,4240310272,85872640,12941037568,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79447,4329450,4240310272,85872640,12941037568,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79448,4664417,4240310272,85872640,12941037568,1586114,0,102132,139352,0,0,0,0,0,5100,0.0,2226.0,0.0,1.0
79449,4581583,4240580608,85872640,12941037568,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79450,2302899,4240580608,85872640,12941037568,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79451,4359345,4240580608,85872640,12941037568,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79452,5953114,4240580608,85872640,12941037568,2112471,0,127389,160931,0,0,0,0,0,5741,0.0,2226.0,0.0,1.0
79453,4784453,4240580608,85872640,12941037568,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79454,3843348,4240580608,85872640,12941037568,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79455,4730572,4240580608,85872640,12941037568,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79456,6074962,4240580608,85872640,12941037568,1947472,0,109676,158377,0,0,0,0,0,5901,0.0,2226.0,0.0,1.0
79457,5191165,4240580608,85872640,12941037568,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79458,4337755,4240580608,85872640,12941037568,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79459,7213448,4240580608,85872640,12941037568,2225584,0,121578,282289,0,0,0,0,0,4910,0.0,2226.0,0.0,1.0
79460,4651623,4240580608,85876736,12941041664,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79461,5191556,4240580608,85876736,12941041664,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79462,6519567,4240580608,85876736,12941041664,2047780,0,126156,156623,0,0,0,0,0,6022,0.0,2226.0,0.0,1.0
79463,4976422,4244774912,85876736,12957818880,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79464,4168167,4244774912,85876736,12957818880,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79465,6827234,4244774912,85876736,12957818880,1959916,0,108684,153908,0,0,0,0,0,5991,0.0,2226.0,0.0,1.0
79466,4207049,4245028864,85876736,12957818880,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79467,4828616,4245028864,85876736,12957818880,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79468,6061417,4245028864,85876736,12957818880,2074581,0,109515,160811,0,0,0,0,0,5780,0.0,2226.0,0.0,1.0
79469,4912112,4245295104,85876736,12957818880,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79470,3998228,4245295104,85876736,12957818880,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79471,6831592,4245295104,85876736,12957818880,1991024,0,119203,156934,0,0,0,0,0,6172,0.0,2226.0,0.0,1.0
79472,3788475,4245295104,85876736,12957818880,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79473,4745790,4245295104,85876736,12957818880,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79474,3982289,4245295104,85876736,12957818880,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79475,7045132,4245295104,85876736,12957818880,2149571,0,109405,275026,0,0,0,0,0,4969,0.0,2226.0,0.0,1.0
79476,4102294,4245295104,85876736,12957818880,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79477,4981973,4245295104,85876736,12957818880,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79478,6590399,4245303296,85872640,12957814784,2179508,0,108964,301204,0,0,0,0,0,5129,0.0,2226.0,0.0,1.0
79479,5023972,4245303296,85872640,12957814784,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79480,4202862,4245303296,85872640,12957814784,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79481,6961215,4245303296,85872640,12957814784,2038002,0,109896,158246,0,0,0,0,0,6262,0.0,2226.0,0.0,1.0
79482,4078599,4249497600,85876736,12974596096,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79483,4883248,4249497600,85876736,12974596096,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79484,5957092,4249497600,85876736,12974596096,1918569,0,110467,155401,0,0,0,0,0,5611,0.0,2226.0,0.0,1.0
79485,4926529,4249763840,85876736,12974596096,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79486,3821617,4249763840,85876736,12974596096,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79487,4899398,4249763840,85876736,12974596096,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79488,6486725,4249763840,85872640,12974592000,2165791,0,108663,283662,0,0,0,0,0,5400,0.0,2226.0,0.0,1.0
79489,4972566,4249763840,85872640,12974592000,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79490,4130466,4249763840,85872640,12974592000,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79491,7165859,4253958144,85872640,12991369216,2239249,0,133300,286678,0,0,0,0,0,4949,0.0,2226.0,0.0,1.0
79492,3969043,4253958144,85876736,12991373312,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79493,4900040,4253958144,85876736,12991373312,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79494,6150875,4253958144,85876736,12991373312,1966809,0,108684,150121,0,0,0,0,0,6072,0.0,2226.0,0.0,1.0
79495,5144649,4253958144,85876736,12991373312,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79496,3800136,4253958144,85880832,12991377408,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79497,6855888,4253958144,85880832,12991377408,1962440,0,109486,154811,0,0,0,0,0,6322,0.0,2226.0,0.0,1.0
79498,3865539,4253958144,85880832,12991377408,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79499,4840017,4253958144,85880832,12991377408,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79500,6102815,4253958144,85880832,12991377408,1964535,0,108684,153157,0,0,0,0,0,6322,0.0,2226.0,0.0,1.0
79501,4847762,4253958144,85880832,12991377408,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79502,4393559,4253962240,85876736,12991373312,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79503,4757533,4253962240,85876736,12991373312,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79504,6053332,4253958144,85872640,12991369216,1921083,0,109265,155932,0,0,0,0,0,6492,0.0,2226.0,0.0,1.0
79505,4784302,4253958144,85872640,12991369216,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79506,4198804,4254228480,85872640,12991369216,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79507,6746181,4254228480,85872640,12991369216,1892530,0,115787,155532,0,0,0,0,0,5811,0.0,2226.0,0.0,1.0
79508,4202301,4254228480,85876736,12991373312,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79509,4791646,4254228480,85876736,12991373312,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79510,6359086,4254228480,85876736,12991373312,2154791,0,109856,289102,0,0,0,0,0,5481,0.0,2226.0,0.0,1.0
79511,4887456,4254228480,85876736,12991373312,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79512,4195028,4254228480,85876736,12991373312,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79513,6870064,4254228480,85876736,12991373312,1971206,0,108072,163106,0,0,0,0,0,6151,0.0,2226.0,0.0,1.0
79514,4272432,4254228480,85876736,12991373312,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79515,4959902,4254228480,85876736,12991373312,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79516,6212520,4254228480,85876736,12991373312,1958203,0,117400,155782,0,0,0,0,0,6593,0.0,2226.0,0.0,1.0
79517,4902393,4254228480,85876736,12991373312,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79518,4139053,4254228480,85876736,12991373312,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79519,4877166,4254228480,85876736,12991373312,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79520,6269327,4254228480,85872640,12991369216,1973831,0,108774,152867,0,0,0,0,0,6302,0.0,2226.0,0.0,1.0
79521,4885021,4258422784,85872640,13008146432,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79522,3990764,4258422784,85872640,13008146432,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79523,6969480,4258422784,85872640,13008146432,2074210,0,117521,265287,0,0,0,0,0,5530,0.0,2226.0,0.0,1.0
79524,4183575,4258422784,85876736,13008150528,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79525,4862399,4258422784,85876736,13008150528,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79526,6157739,4258422784,85876736,13008150528,1969414,0,110558,164509,0,0,0,0,0,6212,0.0,2226.0,0.0,1.0
79527,4885973,4258422784,85876736,13008150528,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79528,4174208,4258422784,85876736,13008150528,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79529,6866197,4258422784,85876736,13008150528,1923216,0,107682,163577,0,0,0,0,0,5751,0.0,2226.0,0.0,1.0
79530,4360307,4258676736,85876736,13008150528,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79531,4878770,4258676736,85876736,13008150528,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79532,4080503,4258676736,85876736,13008150528,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79533,6888829,4258676736,85876736,13008150528,2028775,0,110497,158558,0,0,0,0,0,5781,0.0,2226.0,0.0,1.0
79534,3937455,4258676736,85876736,13008150528,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79535,4926439,4258676736,85876736,13008150528,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79536,6048604,4258676736,85872640,13008146432,1915142,0,110407,154560,0,0,0,0,0,5681,0.0,2226.0,0.0,1.0
79537,4819779,4258676736,85872640,13008146432,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79538,3979233,4258676736,85872640,13008146432,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79539,24945472,4259217408,85872640,13008146432,20005398,0,111489,159459,0,0,0,0,0,6231,0.0,2226.0,0.0,1.0
79540,6847772,4259753984,85876736,13008150528,2201569,0,106389,175028,0,0,0,0,0,5781,0.0,2226.0,0.0,1.0
79541,4928803,4259753984,85876736,13008150528,0,0,0,0,0,0,0,0,0,0,0.0,2226.0,0.0,1.0
79542,15112602,4259753984,85876736,13008150528,11188834,0,109826,192161,0,0,0,0,0,6041,0.0,2226.0,0.0,1.0
79543,24791303,4259753984,85876736,13008150528,19836090,0,105609,157987,0,0,0,0,0,5480,0.0,2226.0,0.0,1.0
79544,16589252,4259753984,85876736,13008150528,12417598,0,121718,163357,0,0,0,0,0,5431,0.0,2226.0,0.0,1.0
79545,23454436,4259753984,85876736,13008150528,18248844,0,111138,168456,0,0,0,0,0,6873,0.0,2226.0,0.0,1.0
79546,20301653,4259753984,85876736,13008150528,15523643,0,200486,330169,0,0,0,0,0,9057,0.0,2226.0,0.0,1.0
79547,21974200,4259753984,85876736,13008150528,16920292,0,93436,156944,0,0,0,0,0,3646,0.0,2226.0,0.0,1.0
